Sensor,Date_Time,Date,Time,Count
Bourke Street Mall (North),2015-07-01T04:00:00Z,2015-07-01,14,3105
Bourke Street Mall (North),2015-07-01T05:00:00Z,2015-07-01,15,2975
Bourke Street Mall (North),2015-07-01T06:00:00Z,2015-07-01,16,2900
Bourke Street Mall (North),2015-07-01T07:00:00Z,2015-07-01,17,2855
Bourke Street Mall (North),2015-07-01T08:00:00Z,2015-07-01,18,2245
Bourke Street Mall (North),2015-07-01T09:00:00Z,2015-07-01,19,1188
Bourke Street Mall (North),2015-07-01T10:00:00Z,2015-07-01,20,540
Bourke Street Mall (North),2015-07-01T11:00:00Z,2015-07-01,21,387
Bourke Street Mall (North),2015-07-01T12:00:00Z,2015-07-01,22,205
Bourke Street Mall (North),2015-07-01T13:00:00Z,2015-07-01,23,132
Bourke Street Mall (North),2015-07-01T14:00:00Z,2015-07-02,0,43
Bourke Street Mall (North),2015-07-01T15:00:00Z,2015-07-02,1,35
Bourke Street Mall (North),2015-07-01T16:00:00Z,2015-07-02,2,11
Bourke Street Mall (North),2015-07-01T17:00:00Z,2015-07-02,3,2
Bourke Street Mall (North),2015-07-01T18:00:00Z,2015-07-02,4,7
Bourke Street Mall (North),2015-07-01T19:00:00Z,2015-07-02,5,47
Bourke Street Mall (North),2015-07-01T20:00:00Z,2015-07-02,6,83
Bourke Street Mall (North),2015-07-01T21:00:00Z,2015-07-02,7,277
Bourke Street Mall (North),2015-07-01T22:00:00Z,2015-07-02,8,680
Bourke Street Mall (North),2015-07-01T23:00:00Z,2015-07-02,9,818
Bourke Street Mall (North),2015-07-02T00:00:00Z,2015-07-02,10,1239
Bourke Street Mall (North),2015-07-02T01:00:00Z,2015-07-02,11,1910
Bourke Street Mall (North),2015-07-02T02:00:00Z,2015-07-02,12,3142
Bourke Street Mall (North),2015-07-02T03:00:00Z,2015-07-02,13,3895
Bourke Street Mall (North),2015-07-02T04:00:00Z,2015-07-02,14,3092
Bourke Street Mall (North),2015-07-02T05:00:00Z,2015-07-02,15,3111
Bourke Street Mall (North),2015-07-02T06:00:00Z,2015-07-02,16,2934
Bourke Street Mall (North),2015-07-02T07:00:00Z,2015-07-02,17,3331
Bourke Street Mall (North),2015-07-02T08:00:00Z,2015-07-02,18,2534
Bourke Street Mall (North),2015-07-02T09:00:00Z,2015-07-02,19,1511
Bourke Street Mall (North),2015-07-02T10:00:00Z,2015-07-02,20,990
Bourke Street Mall (North),2015-07-02T11:00:00Z,2015-07-02,21,523
Bourke Street Mall (North),2015-07-02T12:00:00Z,2015-07-02,22,257
Bourke Street Mall (North),2015-07-02T13:00:00Z,2015-07-02,23,117
Bourke Street Mall (North),2015-07-02T14:00:00Z,2015-07-03,0,108
Bourke Street Mall (North),2015-07-02T15:00:00Z,2015-07-03,1,35
Bourke Street Mall (North),2015-07-02T16:00:00Z,2015-07-03,2,23
Bourke Street Mall (North),2015-07-02T17:00:00Z,2015-07-03,3,22
Bourke Street Mall (North),2015-07-02T18:00:00Z,2015-07-03,4,19
Bourke Street Mall (North),2015-07-02T19:00:00Z,2015-07-03,5,27
Bourke Street Mall (North),2015-07-02T20:00:00Z,2015-07-03,6,103
Bourke Street Mall (North),2015-07-02T21:00:00Z,2015-07-03,7,225
Bourke Street Mall (North),2015-07-02T22:00:00Z,2015-07-03,8,587
Bourke Street Mall (North),2015-07-02T23:00:00Z,2015-07-03,9,837
Bourke Street Mall (North),2015-07-03T00:00:00Z,2015-07-03,10,1316
Bourke Street Mall (North),2015-07-03T01:00:00Z,2015-07-03,11,2081
Bourke Street Mall (North),2015-07-03T02:00:00Z,2015-07-03,12,3400
Bourke Street Mall (North),2015-07-03T03:00:00Z,2015-07-03,13,3815
Bourke Street Mall (North),2015-07-03T04:00:00Z,2015-07-03,14,3416
Bourke Street Mall (North),2015-07-03T05:00:00Z,2015-07-03,15,3340
Bourke Street Mall (North),2015-07-03T06:00:00Z,2015-07-03,16,3170
Bourke Street Mall (North),2015-07-03T07:00:00Z,2015-07-03,17,3559
Bourke Street Mall (North),2015-07-03T08:00:00Z,2015-07-03,18,2927
Bourke Street Mall (North),2015-07-03T09:00:00Z,2015-07-03,19,2029
Bourke Street Mall (North),2015-07-03T10:00:00Z,2015-07-03,20,1610
Bourke Street Mall (North),2015-07-03T11:00:00Z,2015-07-03,21,1006
Bourke Street Mall (North),2015-07-03T12:00:00Z,2015-07-03,22,504
Bourke Street Mall (North),2015-07-03T13:00:00Z,2015-07-03,23,316
Bourke Street Mall (North),2015-07-03T14:00:00Z,2015-07-04,0,175
Bourke Street Mall (North),2015-07-03T15:00:00Z,2015-07-04,1,102
Bourke Street Mall (North),2015-07-03T16:00:00Z,2015-07-04,2,65
Bourke Street Mall (North),2015-07-03T17:00:00Z,2015-07-04,3,43
Bourke Street Mall (North),2015-07-03T18:00:00Z,2015-07-04,4,19
Bourke Street Mall (North),2015-07-03T19:00:00Z,2015-07-04,5,42
Bourke Street Mall (North),2015-07-03T20:00:00Z,2015-07-04,6,26
Bourke Street Mall (North),2015-07-03T21:00:00Z,2015-07-04,7,89
Bourke Street Mall (North),2015-07-03T22:00:00Z,2015-07-04,8,205
Bourke Street Mall (North),2015-07-03T23:00:00Z,2015-07-04,9,601
Bourke Street Mall (North),2015-07-04T00:00:00Z,2015-07-04,10,1459
Bourke Street Mall (North),2015-07-04T01:00:00Z,2015-07-04,11,2163
Bourke Street Mall (North),2015-07-04T02:00:00Z,2015-07-04,12,2711
Bourke Street Mall (North),2015-07-04T03:00:00Z,2015-07-04,13,2982
Bourke Street Mall (North),2015-07-04T04:00:00Z,2015-07-04,14,3128
Bourke Street Mall (North),2015-07-04T05:00:00Z,2015-07-04,15,3141
Bourke Street Mall (North),2015-07-04T06:00:00Z,2015-07-04,16,2902
Bourke Street Mall (North),2015-07-04T07:00:00Z,2015-07-04,17,2373
Bourke Street Mall (North),2015-07-04T08:00:00Z,2015-07-04,18,1681
Bourke Street Mall (North),2015-07-04T09:00:00Z,2015-07-04,19,1314
Bourke Street Mall (North),2015-07-04T10:00:00Z,2015-07-04,20,611
Bourke Street Mall (North),2015-07-04T11:00:00Z,2015-07-04,21,415
Bourke Street Mall (North),2015-07-04T12:00:00Z,2015-07-04,22,447
Bourke Street Mall (North),2015-07-04T13:00:00Z,2015-07-04,23,311
Bourke Street Mall (North),2015-07-04T14:00:00Z,2015-07-05,0,184
Bourke Street Mall (North),2015-07-04T15:00:00Z,2015-07-05,1,120
Bourke Street Mall (North),2015-07-04T16:00:00Z,2015-07-05,2,59
Bourke Street Mall (North),2015-07-04T17:00:00Z,2015-07-05,3,56
Bourke Street Mall (North),2015-07-04T18:00:00Z,2015-07-05,4,43
Bourke Street Mall (North),2015-07-04T19:00:00Z,2015-07-05,5,35
Bourke Street Mall (North),2015-07-04T20:00:00Z,2015-07-05,6,43
Bourke Street Mall (North),2015-07-04T21:00:00Z,2015-07-05,7,41
Bourke Street Mall (North),2015-07-04T22:00:00Z,2015-07-05,8,154
Bourke Street Mall (North),2015-07-04T23:00:00Z,2015-07-05,9,471
Bourke Street Mall (North),2015-07-05T00:00:00Z,2015-07-05,10,1073
Bourke Street Mall (North),2015-07-05T01:00:00Z,2015-07-05,11,1792
Bourke Street Mall (North),2015-07-05T02:00:00Z,2015-07-05,12,2652
Bourke Street Mall (North),2015-07-05T03:00:00Z,2015-07-05,13,3036
Bourke Street Mall (North),2015-07-05T04:00:00Z,2015-07-05,14,3317
Bourke Street Mall (North),2015-07-05T05:00:00Z,2015-07-05,15,3184
Bourke Street Mall (North),2015-07-05T06:00:00Z,2015-07-05,16,2933
Bourke Street Mall (North),2015-07-05T07:00:00Z,2015-07-05,17,2252
Bourke Street Mall (North),2015-07-05T08:00:00Z,2015-07-05,18,1493
Bourke Street Mall (North),2015-07-05T09:00:00Z,2015-07-05,19,807
Bourke Street Mall (North),2015-07-05T10:00:00Z,2015-07-05,20,422
Bourke Street Mall (North),2015-07-05T11:00:00Z,2015-07-05,21,292
Bourke Street Mall (North),2015-07-05T12:00:00Z,2015-07-05,22,180
Bourke Street Mall (North),2015-07-05T13:00:00Z,2015-07-05,23,81
Bourke Street Mall (North),2015-07-05T14:00:00Z,2015-07-06,0,56
Bourke Street Mall (North),2015-07-05T15:00:00Z,2015-07-06,1,37
Bourke Street Mall (North),2015-07-05T16:00:00Z,2015-07-06,2,15
Bourke Street Mall (North),2015-07-05T17:00:00Z,2015-07-06,3,11
Bourke Street Mall (North),2015-07-05T18:00:00Z,2015-07-06,4,11
Bourke Street Mall (North),2015-07-05T19:00:00Z,2015-07-06,5,44
Bourke Street Mall (North),2015-07-05T20:00:00Z,2015-07-06,6,93
Bourke Street Mall (North),2015-07-05T21:00:00Z,2015-07-06,7,268
Bourke Street Mall (North),2015-07-05T22:00:00Z,2015-07-06,8,657
Bourke Street Mall (North),2015-07-05T23:00:00Z,2015-07-06,9,737
Bourke Street Mall (North),2015-07-06T00:00:00Z,2015-07-06,10,1121
Bourke Street Mall (North),2015-07-06T01:00:00Z,2015-07-06,11,1815
Bourke Street Mall (North),2015-07-06T02:00:00Z,2015-07-06,12,2907
Bourke Street Mall (North),2015-07-06T03:00:00Z,2015-07-06,13,3445
Bourke Street Mall (North),2015-07-06T04:00:00Z,2015-07-06,14,3042
Bourke Street Mall (North),2015-07-06T05:00:00Z,2015-07-06,15,2873
Bourke Street Mall (North),2015-07-06T06:00:00Z,2015-07-06,16,2622
Bourke Street Mall (North),2015-07-06T07:00:00Z,2015-07-06,17,2516
Bourke Street Mall (North),2015-07-06T08:00:00Z,2015-07-06,18,1898
Bourke Street Mall (North),2015-07-06T09:00:00Z,2015-07-06,19,870
Bourke Street Mall (North),2015-07-06T10:00:00Z,2015-07-06,20,434
Bourke Street Mall (North),2015-07-06T11:00:00Z,2015-07-06,21,308
Bourke Street Mall (North),2015-07-06T12:00:00Z,2015-07-06,22,183
Bourke Street Mall (North),2015-07-06T13:00:00Z,2015-07-06,23,88
Bourke Street Mall (North),2015-07-06T14:00:00Z,2015-07-07,0,21
Bourke Street Mall (North),2015-07-06T15:00:00Z,2015-07-07,1,18
Bourke Street Mall (North),2015-07-06T16:00:00Z,2015-07-07,2,29
Bourke Street Mall (North),2015-07-06T17:00:00Z,2015-07-07,3,3
Bourke Street Mall (North),2015-07-06T18:00:00Z,2015-07-07,4,3
Bourke Street Mall (North),2015-07-06T19:00:00Z,2015-07-07,5,41
Bourke Street Mall (North),2015-07-06T20:00:00Z,2015-07-07,6,85
Bourke Street Mall (North),2015-07-06T21:00:00Z,2015-07-07,7,241
Bourke Street Mall (North),2015-07-06T22:00:00Z,2015-07-07,8,693
Bourke Street Mall (North),2015-07-06T23:00:00Z,2015-07-07,9,704
Bourke Street Mall (North),2015-07-07T00:00:00Z,2015-07-07,10,1263
Bourke Street Mall (North),2015-07-07T01:00:00Z,2015-07-07,11,1773
Bourke Street Mall (North),2015-07-07T02:00:00Z,2015-07-07,12,3235
Bourke Street Mall (North),2015-07-07T03:00:00Z,2015-07-07,13,3928
Bourke Street Mall (North),2015-07-07T04:00:00Z,2015-07-07,14,3058
Bourke Street Mall (North),2015-07-07T05:00:00Z,2015-07-07,15,2921
Bourke Street Mall (North),2015-07-07T06:00:00Z,2015-07-07,16,2826
Bourke Street Mall (North),2015-07-07T07:00:00Z,2015-07-07,17,2801
Bourke Street Mall (North),2015-07-07T08:00:00Z,2015-07-07,18,1993
Bourke Street Mall (North),2015-07-07T09:00:00Z,2015-07-07,19,988
Bourke Street Mall (North),2015-07-07T10:00:00Z,2015-07-07,20,495
Bourke Street Mall (North),2015-07-07T11:00:00Z,2015-07-07,21,320
Bourke Street Mall (North),2015-07-07T12:00:00Z,2015-07-07,22,218
Bourke Street Mall (North),2015-07-07T13:00:00Z,2015-07-07,23,100
Bourke Street Mall (North),2015-07-07T14:00:00Z,2015-07-08,0,32
Bourke Street Mall (North),2015-07-07T15:00:00Z,2015-07-08,1,30
Bourke Street Mall (North),2015-07-07T16:00:00Z,2015-07-08,2,39
Bourke Street Mall (North),2015-07-07T17:00:00Z,2015-07-08,3,11
Bourke Street Mall (North),2015-07-07T18:00:00Z,2015-07-08,4,12
Bourke Street Mall (North),2015-07-07T19:00:00Z,2015-07-08,5,32
Bourke Street Mall (North),2015-07-07T20:00:00Z,2015-07-08,6,88
Bourke Street Mall (North),2015-07-07T21:00:00Z,2015-07-08,7,263
Bourke Street Mall (North),2015-07-07T22:00:00Z,2015-07-08,8,634
Bourke Street Mall (North),2015-07-07T23:00:00Z,2015-07-08,9,827
Bourke Street Mall (North),2015-07-08T00:00:00Z,2015-07-08,10,1274
Bourke Street Mall (North),2015-07-08T01:00:00Z,2015-07-08,11,1934
Bourke Street Mall (North),2015-07-08T02:00:00Z,2015-07-08,12,3370
Bourke Street Mall (North),2015-07-08T03:00:00Z,2015-07-08,13,3941
Bourke Street Mall (North),2015-07-08T04:00:00Z,2015-07-08,14,3247
Bourke Street Mall (North),2015-07-08T05:00:00Z,2015-07-08,15,3075
Bourke Street Mall (North),2015-07-08T06:00:00Z,2015-07-08,16,2919
Bourke Street Mall (North),2015-07-08T07:00:00Z,2015-07-08,17,2882
Bourke Street Mall (North),2015-07-08T08:00:00Z,2015-07-08,18,2153
Bourke Street Mall (North),2015-07-08T09:00:00Z,2015-07-08,19,1073
Bourke Street Mall (North),2015-07-08T10:00:00Z,2015-07-08,20,594
Bourke Street Mall (North),2015-07-08T11:00:00Z,2015-07-08,21,376
Bourke Street Mall (North),2015-07-08T12:00:00Z,2015-07-08,22,273
Bourke Street Mall (North),2015-07-08T13:00:00Z,2015-07-08,23,123
Bourke Street Mall (North),2015-07-08T14:00:00Z,2015-07-09,0,56
Bourke Street Mall (North),2015-07-08T15:00:00Z,2015-07-09,1,35
Bourke Street Mall (North),2015-07-08T16:00:00Z,2015-07-09,2,19
Bourke Street Mall (North),2015-07-08T17:00:00Z,2015-07-09,3,8
Bourke Street Mall (North),2015-07-08T18:00:00Z,2015-07-09,4,7
Bourke Street Mall (North),2015-07-08T19:00:00Z,2015-07-09,5,29
Bourke Street Mall (North),2015-07-08T20:00:00Z,2015-07-09,6,114
Bourke Street Mall (North),2015-07-08T21:00:00Z,2015-07-09,7,254
Bourke Street Mall (North),2015-07-08T22:00:00Z,2015-07-09,8,670
Bourke Street Mall (North),2015-07-08T23:00:00Z,2015-07-09,9,865
Bourke Street Mall (North),2015-07-09T00:00:00Z,2015-07-09,10,1270
Bourke Street Mall (North),2015-07-09T01:00:00Z,2015-07-09,11,1800
Bourke Street Mall (North),2015-07-09T02:00:00Z,2015-07-09,12,3242
Bourke Street Mall (North),2015-07-09T03:00:00Z,2015-07-09,13,3861
Bourke Street Mall (North),2015-07-09T04:00:00Z,2015-07-09,14,3198
Bourke Street Mall (North),2015-07-09T05:00:00Z,2015-07-09,15,3076
Bourke Street Mall (North),2015-07-09T06:00:00Z,2015-07-09,16,3002
Bourke Street Mall (North),2015-07-09T07:00:00Z,2015-07-09,17,3162
Bourke Street Mall (North),2015-07-09T08:00:00Z,2015-07-09,18,2564
Bourke Street Mall (North),2015-07-09T09:00:00Z,2015-07-09,19,1463
Bourke Street Mall (North),2015-07-09T10:00:00Z,2015-07-09,20,1104
Bourke Street Mall (North),2015-07-09T11:00:00Z,2015-07-09,21,554
Bourke Street Mall (North),2015-07-09T12:00:00Z,2015-07-09,22,278
Bourke Street Mall (North),2015-07-09T13:00:00Z,2015-07-09,23,146
Bourke Street Mall (North),2015-07-09T14:00:00Z,2015-07-10,0,91
Bourke Street Mall (North),2015-07-09T15:00:00Z,2015-07-10,1,30
Bourke Street Mall (North),2015-07-09T16:00:00Z,2015-07-10,2,40
Bourke Street Mall (North),2015-07-09T17:00:00Z,2015-07-10,3,40
Bourke Street Mall (North),2015-07-09T18:00:00Z,2015-07-10,4,45
Bourke Street Mall (North),2015-07-09T19:00:00Z,2015-07-10,5,23
Bourke Street Mall (North),2015-07-09T20:00:00Z,2015-07-10,6,109
Bourke Street Mall (North),2015-07-09T21:00:00Z,2015-07-10,7,223
Bourke Street Mall (North),2015-07-09T22:00:00Z,2015-07-10,8,652
Bourke Street Mall (North),2015-07-09T23:00:00Z,2015-07-10,9,950
Bourke Street Mall (North),2015-07-10T00:00:00Z,2015-07-10,10,1546
Bourke Street Mall (North),2015-07-10T01:00:00Z,2015-07-10,11,2191
Bourke Street Mall (North),2015-07-10T02:00:00Z,2015-07-10,12,3694
Bourke Street Mall (North),2015-07-10T03:00:00Z,2015-07-10,13,3911
Bourke Street Mall (North),2015-07-10T04:00:00Z,2015-07-10,14,3448
Bourke Street Mall (North),2015-07-10T05:00:00Z,2015-07-10,15,3346
Bourke Street Mall (North),2015-07-10T06:00:00Z,2015-07-10,16,3408
Bourke Street Mall (North),2015-07-10T07:00:00Z,2015-07-10,17,3794
Bourke Street Mall (North),2015-07-10T08:00:00Z,2015-07-10,18,2863
Bourke Street Mall (North),2015-07-10T09:00:00Z,2015-07-10,19,2007
Bourke Street Mall (North),2015-07-10T10:00:00Z,2015-07-10,20,1595
Bourke Street Mall (North),2015-07-10T11:00:00Z,2015-07-10,21,909
Bourke Street Mall (North),2015-07-10T12:00:00Z,2015-07-10,22,479
Bourke Street Mall (North),2015-07-10T13:00:00Z,2015-07-10,23,272
Bourke Street Mall (North),2015-07-10T14:00:00Z,2015-07-11,0,189
Bourke Street Mall (North),2015-07-10T15:00:00Z,2015-07-11,1,110
Bourke Street Mall (North),2015-07-10T16:00:00Z,2015-07-11,2,64
Bourke Street Mall (North),2015-07-10T17:00:00Z,2015-07-11,3,65
Bourke Street Mall (North),2015-07-10T18:00:00Z,2015-07-11,4,49
Bourke Street Mall (North),2015-07-10T19:00:00Z,2015-07-11,5,34
Bourke Street Mall (North),2015-07-10T20:00:00Z,2015-07-11,6,27
Bourke Street Mall (North),2015-07-10T21:00:00Z,2015-07-11,7,77
Bourke Street Mall (North),2015-07-10T22:00:00Z,2015-07-11,8,253
Bourke Street Mall (North),2015-07-10T23:00:00Z,2015-07-11,9,658
Bourke Street Mall (North),2015-07-11T00:00:00Z,2015-07-11,10,1453
Bourke Street Mall (North),2015-07-11T01:00:00Z,2015-07-11,11,2040
Bourke Street Mall (North),2015-07-11T02:00:00Z,2015-07-11,12,2610
Bourke Street Mall (North),2015-07-11T03:00:00Z,2015-07-11,13,2766
Bourke Street Mall (North),2015-07-11T04:00:00Z,2015-07-11,14,3046
Bourke Street Mall (North),2015-07-11T05:00:00Z,2015-07-11,15,3236
Bourke Street Mall (North),2015-07-11T06:00:00Z,2015-07-11,16,2991
Bourke Street Mall (North),2015-07-11T07:00:00Z,2015-07-11,17,2330
Bourke Street Mall (North),2015-07-11T08:00:00Z,2015-07-11,18,1658
Bourke Street Mall (North),2015-07-11T09:00:00Z,2015-07-11,19,1183
Bourke Street Mall (North),2015-07-11T10:00:00Z,2015-07-11,20,525
Bourke Street Mall (North),2015-07-11T11:00:00Z,2015-07-11,21,365
Bourke Street Mall (North),2015-07-11T12:00:00Z,2015-07-11,22,571
Bourke Street Mall (North),2015-07-11T13:00:00Z,2015-07-11,23,240
Bourke Street Mall (North),2015-07-11T14:00:00Z,2015-07-12,0,201
Bourke Street Mall (North),2015-07-11T15:00:00Z,2015-07-12,1,137
Bourke Street Mall (North),2015-07-11T16:00:00Z,2015-07-12,2,80
Bourke Street Mall (North),2015-07-11T17:00:00Z,2015-07-12,3,51
Bourke Street Mall (North),2015-07-11T18:00:00Z,2015-07-12,4,54
Bourke Street Mall (North),2015-07-11T19:00:00Z,2015-07-12,5,35
Bourke Street Mall (North),2015-07-11T20:00:00Z,2015-07-12,6,42
Bourke Street Mall (North),2015-07-11T21:00:00Z,2015-07-12,7,62
Bourke Street Mall (North),2015-07-11T22:00:00Z,2015-07-12,8,159
Bourke Street Mall (North),2015-07-11T23:00:00Z,2015-07-12,9,437
Bourke Street Mall (North),2015-07-12T00:00:00Z,2015-07-12,10,911
Bourke Street Mall (North),2015-07-12T01:00:00Z,2015-07-12,11,1444
Bourke Street Mall (North),2015-07-12T02:00:00Z,2015-07-12,12,1764
Bourke Street Mall (North),2015-07-12T03:00:00Z,2015-07-12,13,1973
Bourke Street Mall (North),2015-07-12T04:00:00Z,2015-07-12,14,2020
Bourke Street Mall (North),2015-07-12T05:00:00Z,2015-07-12,15,1745
Bourke Street Mall (North),2015-07-12T06:00:00Z,2015-07-12,16,1530
Bourke Street Mall (North),2015-07-12T07:00:00Z,2015-07-12,17,1209
Bourke Street Mall (North),2015-07-12T08:00:00Z,2015-07-12,18,906
Bourke Street Mall (North),2015-07-12T09:00:00Z,2015-07-12,19,537
Bourke Street Mall (North),2015-07-12T10:00:00Z,2015-07-12,20,241
Bourke Street Mall (North),2015-07-12T11:00:00Z,2015-07-12,21,210
Bourke Street Mall (North),2015-07-12T12:00:00Z,2015-07-12,22,151
Bourke Street Mall (North),2015-07-12T13:00:00Z,2015-07-12,23,79
Bourke Street Mall (North),2015-07-12T14:00:00Z,2015-07-13,0,38
Bourke Street Mall (North),2015-07-12T15:00:00Z,2015-07-13,1,27
Bourke Street Mall (North),2015-07-12T16:00:00Z,2015-07-13,2,14
Bourke Street Mall (North),2015-07-12T17:00:00Z,2015-07-13,3,9
Bourke Street Mall (North),2015-07-12T18:00:00Z,2015-07-13,4,14
Bourke Street Mall (North),2015-07-12T19:00:00Z,2015-07-13,5,45
Bourke Street Mall (North),2015-07-12T20:00:00Z,2015-07-13,6,94
Bourke Street Mall (North),2015-07-12T21:00:00Z,2015-07-13,7,238
Bourke Street Mall (North),2015-07-12T22:00:00Z,2015-07-13,8,635
Bourke Street Mall (North),2015-07-12T23:00:00Z,2015-07-13,9,736
Bourke Street Mall (North),2015-07-13T00:00:00Z,2015-07-13,10,1025
Bourke Street Mall (North),2015-07-13T01:00:00Z,2015-07-13,11,1531
Bourke Street Mall (North),2015-07-13T02:00:00Z,2015-07-13,12,2606
Bourke Street Mall (North),2015-07-13T03:00:00Z,2015-07-13,13,3140
Bourke Street Mall (North),2015-07-13T04:00:00Z,2015-07-13,14,2550
Bourke Street Mall (North),2015-07-13T05:00:00Z,2015-07-13,15,2280
Bourke Street Mall (North),2015-07-13T06:00:00Z,2015-07-13,16,2362
Bourke Street Mall (North),2015-07-13T07:00:00Z,2015-07-13,17,2330
Bourke Street Mall (North),2015-07-13T08:00:00Z,2015-07-13,18,1601
Bourke Street Mall (North),2015-07-13T09:00:00Z,2015-07-13,19,712
Bourke Street Mall (North),2015-07-13T10:00:00Z,2015-07-13,20,334
Bourke Street Mall (North),2015-07-13T11:00:00Z,2015-07-13,21,249
Bourke Street Mall (North),2015-07-13T12:00:00Z,2015-07-13,22,169
Bourke Street Mall (North),2015-07-13T13:00:00Z,2015-07-13,23,85
Bourke Street Mall (North),2015-07-13T14:00:00Z,2015-07-14,0,67
Bourke Street Mall (North),2015-07-13T15:00:00Z,2015-07-14,1,29
Bourke Street Mall (North),2015-07-13T16:00:00Z,2015-07-14,2,11
Bourke Street Mall (North),2015-07-13T17:00:00Z,2015-07-14,3,13
Bourke Street Mall (North),2015-07-13T18:00:00Z,2015-07-14,4,12
Bourke Street Mall (North),2015-07-13T19:00:00Z,2015-07-14,5,40
Bourke Street Mall (North),2015-07-13T20:00:00Z,2015-07-14,6,87
Bourke Street Mall (North),2015-07-13T21:00:00Z,2015-07-14,7,228
Bourke Street Mall (North),2015-07-13T22:00:00Z,2015-07-14,8,657
Bourke Street Mall (North),2015-07-13T23:00:00Z,2015-07-14,9,673
Bourke Street Mall (North),2015-07-14T00:00:00Z,2015-07-14,10,958
Bourke Street Mall (North),2015-07-14T01:00:00Z,2015-07-14,11,1523
Bourke Street Mall (North),2015-07-14T02:00:00Z,2015-07-14,12,2621
Bourke Street Mall (North),2015-07-14T03:00:00Z,2015-07-14,13,3097
Bourke Street Mall (North),2015-07-14T04:00:00Z,2015-07-14,14,2388
Bourke Street Mall (North),2015-07-14T05:00:00Z,2015-07-14,15,2086
Bourke Street Mall (North),2015-07-14T06:00:00Z,2015-07-14,16,2150
Bourke Street Mall (North),2015-07-14T07:00:00Z,2015-07-14,17,2342
Bourke Street Mall (North),2015-07-14T08:00:00Z,2015-07-14,18,1645
Bourke Street Mall (North),2015-07-14T09:00:00Z,2015-07-14,19,801
Bourke Street Mall (North),2015-07-14T10:00:00Z,2015-07-14,20,392
Bourke Street Mall (North),2015-07-14T11:00:00Z,2015-07-14,21,237
Bourke Street Mall (North),2015-07-14T12:00:00Z,2015-07-14,22,186
Bourke Street Mall (North),2015-07-14T13:00:00Z,2015-07-14,23,84
Bourke Street Mall (North),2015-07-14T14:00:00Z,2015-07-15,0,41
Bourke Street Mall (North),2015-07-14T15:00:00Z,2015-07-15,1,17
Bourke Street Mall (North),2015-07-14T16:00:00Z,2015-07-15,2,30
Bourke Street Mall (North),2015-07-14T17:00:00Z,2015-07-15,3,5
Bourke Street Mall (North),2015-07-14T18:00:00Z,2015-07-15,4,16
Bourke Street Mall (North),2015-07-14T19:00:00Z,2015-07-15,5,40
Bourke Street Mall (North),2015-07-14T20:00:00Z,2015-07-15,6,87
Bourke Street Mall (North),2015-07-14T21:00:00Z,2015-07-15,7,261
Bourke Street Mall (North),2015-07-14T22:00:00Z,2015-07-15,8,681
Bourke Street Mall (North),2015-07-14T23:00:00Z,2015-07-15,9,728
Bourke Street Mall (North),2015-07-15T00:00:00Z,2015-07-15,10,1159
Bourke Street Mall (North),2015-07-15T01:00:00Z,2015-07-15,11,1701
Bourke Street Mall (North),2015-07-15T02:00:00Z,2015-07-15,12,2901
Bourke Street Mall (North),2015-07-15T03:00:00Z,2015-07-15,13,3385
Bourke Street Mall (North),2015-07-15T04:00:00Z,2015-07-15,14,2455
Bourke Street Mall (North),2015-07-15T05:00:00Z,2015-07-15,15,2475
Bourke Street Mall (North),2015-07-15T06:00:00Z,2015-07-15,16,2644
Bourke Street Mall (North),2015-07-15T07:00:00Z,2015-07-15,17,2840
Bourke Street Mall (North),2015-07-15T08:00:00Z,2015-07-15,18,2005
Bourke Street Mall (North),2015-07-15T09:00:00Z,2015-07-15,19,1048
Bourke Street Mall (North),2015-07-15T10:00:00Z,2015-07-15,20,592
Bourke Street Mall (North),2015-07-15T11:00:00Z,2015-07-15,21,361
Bourke Street Mall (North),2015-07-15T12:00:00Z,2015-07-15,22,268
Bourke Street Mall (North),2015-07-15T13:00:00Z,2015-07-15,23,112
Bourke Street Mall (North),2015-07-15T14:00:00Z,2015-07-16,0,75
Bourke Street Mall (North),2015-07-15T15:00:00Z,2015-07-16,1,38
Bourke Street Mall (North),2015-07-15T16:00:00Z,2015-07-16,2,28
Bourke Street Mall (North),2015-07-15T17:00:00Z,2015-07-16,3,17
Bourke Street Mall (North),2015-07-15T18:00:00Z,2015-07-16,4,5
Bourke Street Mall (North),2015-07-15T19:00:00Z,2015-07-16,5,42
Bourke Street Mall (North),2015-07-15T20:00:00Z,2015-07-16,6,91
Bourke Street Mall (North),2015-07-15T21:00:00Z,2015-07-16,7,241
Bourke Street Mall (North),2015-07-15T22:00:00Z,2015-07-16,8,688
Bourke Street Mall (North),2015-07-15T23:00:00Z,2015-07-16,9,806
Bourke Street Mall (North),2015-07-16T00:00:00Z,2015-07-16,10,1229
Bourke Street Mall (North),2015-07-16T01:00:00Z,2015-07-16,11,1831
Bourke Street Mall (North),2015-07-16T02:00:00Z,2015-07-16,12,2914
Bourke Street Mall (North),2015-07-16T03:00:00Z,2015-07-16,13,3374
Bourke Street Mall (North),2015-07-16T04:00:00Z,2015-07-16,14,2755
Bourke Street Mall (North),2015-07-16T05:00:00Z,2015-07-16,15,2662
Bourke Street Mall (North),2015-07-16T06:00:00Z,2015-07-16,16,2622
