@relation Gun_Point

@attribute att0 numeric
@attribute att1 numeric
@attribute att2 numeric
@attribute att3 numeric
@attribute att4 numeric
@attribute att5 numeric
@attribute att6 numeric
@attribute att7 numeric
@attribute att8 numeric
@attribute att9 numeric
@attribute att10 numeric
@attribute att11 numeric
@attribute att12 numeric
@attribute att13 numeric
@attribute att14 numeric
@attribute att15 numeric
@attribute att16 numeric
@attribute att17 numeric
@attribute att18 numeric
@attribute att19 numeric
@attribute att20 numeric
@attribute att21 numeric
@attribute att22 numeric
@attribute att23 numeric
@attribute att24 numeric
@attribute att25 numeric
@attribute att26 numeric
@attribute att27 numeric
@attribute att28 numeric
@attribute att29 numeric
@attribute att30 numeric
@attribute att31 numeric
@attribute att32 numeric
@attribute att33 numeric
@attribute att34 numeric
@attribute att35 numeric
@attribute att36 numeric
@attribute att37 numeric
@attribute att38 numeric
@attribute att39 numeric
@attribute att40 numeric
@attribute att41 numeric
@attribute att42 numeric
@attribute att43 numeric
@attribute att44 numeric
@attribute att45 numeric
@attribute att46 numeric
@attribute att47 numeric
@attribute att48 numeric
@attribute att49 numeric
@attribute att50 numeric
@attribute att51 numeric
@attribute att52 numeric
@attribute att53 numeric
@attribute att54 numeric
@attribute att55 numeric
@attribute att56 numeric
@attribute att57 numeric
@attribute att58 numeric
@attribute att59 numeric
@attribute att60 numeric
@attribute att61 numeric
@attribute att62 numeric
@attribute att63 numeric
@attribute att64 numeric
@attribute att65 numeric
@attribute att66 numeric
@attribute att67 numeric
@attribute att68 numeric
@attribute att69 numeric
@attribute att70 numeric
@attribute att71 numeric
@attribute att72 numeric
@attribute att73 numeric
@attribute att74 numeric
@attribute att75 numeric
@attribute att76 numeric
@attribute att77 numeric
@attribute att78 numeric
@attribute att79 numeric
@attribute att80 numeric
@attribute att81 numeric
@attribute att82 numeric
@attribute att83 numeric
@attribute att84 numeric
@attribute att85 numeric
@attribute att86 numeric
@attribute att87 numeric
@attribute att88 numeric
@attribute att89 numeric
@attribute att90 numeric
@attribute att91 numeric
@attribute att92 numeric
@attribute att93 numeric
@attribute att94 numeric
@attribute att95 numeric
@attribute att96 numeric
@attribute att97 numeric
@attribute att98 numeric
@attribute att99 numeric
@attribute att100 numeric
@attribute att101 numeric
@attribute att102 numeric
@attribute att103 numeric
@attribute att104 numeric
@attribute att105 numeric
@attribute att106 numeric
@attribute att107 numeric
@attribute att108 numeric
@attribute att109 numeric
@attribute att110 numeric
@attribute att111 numeric
@attribute att112 numeric
@attribute att113 numeric
@attribute att114 numeric
@attribute att115 numeric
@attribute att116 numeric
@attribute att117 numeric
@attribute att118 numeric
@attribute att119 numeric
@attribute att120 numeric
@attribute att121 numeric
@attribute att122 numeric
@attribute att123 numeric
@attribute att124 numeric
@attribute att125 numeric
@attribute att126 numeric
@attribute att127 numeric
@attribute att128 numeric
@attribute att129 numeric
@attribute att130 numeric
@attribute att131 numeric
@attribute att132 numeric
@attribute att133 numeric
@attribute att134 numeric
@attribute att135 numeric
@attribute att136 numeric
@attribute att137 numeric
@attribute att138 numeric
@attribute att139 numeric
@attribute att140 numeric
@attribute att141 numeric
@attribute att142 numeric
@attribute att143 numeric
@attribute att144 numeric
@attribute att145 numeric
@attribute att146 numeric
@attribute att147 numeric
@attribute att148 numeric
@attribute att149 numeric
@attribute target {1,2}

@data
-0.71684,-0.71306,-0.7101,-0.71142,-0.70997,-0.71114,-0.70869,-0.70839,-0.70841,-0.70905,-0.70764,-0.70918,-0.70926,-0.70882,-0.70937,-0.70817,-0.70987,-0.70989,-0.70986,-0.709,-0.70844,-0.70703,-0.70681,-0.70535,-0.70403,-0.7018,-0.7007,-0.70106,-0.69954,-0.69811,-0.6956,-0.67715,-0.63757,-0.59489,-0.5671,-0.55868,-0.55952,-0.57279,-0.58321,-0.58846,-0.57374,-0.54174,-0.50702,-0.48361,-0.46372,-0.43994,-0.40768,-0.34312,-0.27228,-0.1779,0.025911,0.23405,0.44017,0.66639,0.90966,1.1576,1.3854,1.5877,1.7466,1.8595,1.9579,2.0131,2.0316,2.0326,2.038,2.0409,2.0411,2.0431,2.0431,2.0488,2.0436,2.0447,2.0474,2.0419,2.0346,2.0296,2.0296,2.0211,1.9921,1.9397,1.868,1.7393,1.5736,1.4247,1.233,1.0574,0.88114,0.70939,0.53652,0.38331,0.23167,0.081541,-0.036605,-0.1648,-0.25659,-0.34733,-0.411,-0.46913,-0.50868,-0.52373,-0.53318,-0.53926,-0.53958,-0.53374,-0.52764,-0.52054,-0.51034,-0.5032,-0.49375,-0.49107,-0.48369,-0.47735,-0.47311,-0.46621,-0.45782,-0.45395,-0.46546,-0.47987,-0.50924,-0.5463,-0.59242,-0.63284,-0.65722,-0.65986,-0.65878,-0.65561,-0.65077,-0.6518,-0.65307,-0.65379,-0.64976,-0.63892,-0.62468,-0.61342,-0.59415,-0.57572,-0.56506,-0.5564,-0.55171,-0.55164,-0.55281,-0.55817,-0.56205,-0.56741,-0.56927,-0.57243,-0.57173,-0.57044,-0.56901,-0.56639,1
-0.96939,-0.97211,-0.97262,-0.97365,-0.97392,-0.97699,-0.9769,-0.97754,-0.97914,-0.97852,-0.97783,-0.97989,-0.98162,-0.98155,-0.98013,-0.97982,-0.97346,-0.95292,-0.88944,-0.77453,-0.60817,-0.37501,-0.10934,0.16657,0.42762,0.67616,0.87106,1.0223,1.1267,1.1937,1.244,1.2496,1.2475,1.2405,1.2293,1.2224,1.2198,1.2218,1.2177,1.223,1.2259,1.2204,1.2223,1.227,1.2239,1.2243,1.2134,1.2104,1.2063,1.205,1.2044,1.2026,1.2044,1.2019,1.2044,1.2012,1.2016,1.1979,1.1936,1.1933,1.1927,1.1889,1.1905,1.1908,1.1831,1.1829,1.1865,1.1869,1.1837,1.1813,1.1854,1.1837,1.1753,1.1583,1.1411,1.1227,1.1227,1.0778,1.0537,1.01,0.98228,0.94434,0.91928,0.87112,0.81542,0.75943,0.68497,0.57215,0.44572,0.29918,0.13162,-0.053016,-0.22823,-0.40431,-0.56276,-0.70979,-0.8288,-0.93042,-0.99406,-1.0264,-1.0362,-1.0352,-1.0294,-1.0069,-0.98836,-0.96341,-0.94875,-0.9318,-0.92013,-0.91508,-0.91558,-0.915,-0.91179,-0.91062,-0.91012,-0.90953,-0.90955,-0.90834,-0.90979,-0.90945,-0.90897,-0.90755,-0.91013,-0.91054,-0.91084,-0.91167,-0.91306,-0.91318,-0.91403,-0.91559,-0.9167,-0.91927,-0.91736,-0.92169,-0.92092,-0.92155,-0.9224,-0.92188,-0.92127,-0.92306,-0.92283,-0.92473,-0.92273,-0.92424,-0.92394,-0.92379,-0.9241,-0.92542,-0.92657,-0.92998,2
-0.97173,-1.0122,-1.0498,-1.0771,-1.0922,-1.0929,-1.091,-1.0833,-1.0743,-1.0704,-1.067,-1.062,-1.0576,-1.0557,-1.0527,-1.0528,-1.0517,-1.0281,-0.98063,-0.92297,-0.85566,-0.8055,-0.77085,-0.75294,-0.74631,-0.74578,-0.74715,-0.74288,-0.73375,-0.72027,-0.71948,-0.72168,-0.72167,-0.69434,-0.64217,-0.55371,-0.40379,-0.24915,-0.071218,0.10414,0.25052,0.39613,0.5276,0.66179,0.79183,0.90298,0.99771,1.0748,1.1414,1.1848,1.1971,1.2048,1.2087,1.2176,1.2239,1.2279,1.2334,1.2308,1.2261,1.2273,1.2279,1.2263,1.2256,1.2199,1.2199,1.2147,1.201,1.2047,1.2059,1.2058,1.2049,1.2012,1.1967,1.1986,1.1948,1.1925,1.1925,1.1938,1.1942,1.1925,1.1901,1.1916,1.1924,1.1873,1.1868,1.1874,1.1894,1.1898,1.1895,1.1877,1.1851,1.1836,1.1818,1.178,1.171,1.1687,1.1477,1.1154,1.0604,0.99316,0.90936,0.80898,0.68971,0.56096,0.41968,0.28041,0.15048,0.006556,-0.12883,-0.25551,-0.38247,-0.50007,-0.6049,-0.69922,-0.76277,-0.81263,-0.84514,-0.85733,-0.86261,-0.86511,-0.86568,-0.86822,-0.86659,-0.86287,-0.85841,-0.8582,-0.86271,-0.86709,-0.86819,-0.86879,-0.87114,-0.87086,-0.87501,-0.8854,-0.91421,-0.9619,-1.045,-1.1434,-1.2393,-1.2782,-1.2698,-1.2392,-1.2005,-1.1709,-1.1581,-1.1531,-1.1542,-1.1546,-1.1501,-1.145,1
-1.081,-1.0789,-1.0795,-1.0801,-1.0787,-1.0783,-1.0773,-1.0789,-1.077,-1.0784,-1.0796,-1.0798,-1.0792,-1.0787,-1.0691,-1.0444,-1.0076,-0.95439,-0.8878,-0.82169,-0.77999,-0.75723,-0.75367,-0.74953,-0.75025,-0.73625,-0.72604,-0.72451,-0.71696,-0.70818,-0.69731,-0.69117,-0.69003,-0.68246,-0.6776,-0.65862,-0.59884,-0.4776,-0.33317,-0.1665,0.008443,0.16844,0.33074,0.48827,0.61585,0.73695,0.85207,0.94206,1.0419,1.1127,1.1812,1.2045,1.2162,1.2218,1.223,1.2309,1.235,1.2387,1.2281,1.2235,1.2226,1.2216,1.2315,1.2279,1.2315,1.2212,1.2191,1.2264,1.2255,1.2218,1.2257,1.2219,1.2156,1.2128,1.2174,1.2268,1.2268,1.2339,1.2302,1.2354,1.2412,1.242,1.2352,1.241,1.2446,1.2514,1.2413,1.2355,1.2378,1.2388,1.2406,1.2264,1.2197,1.2149,1.2054,1.1875,1.152,1.1232,1.083,1.0201,0.92107,0.82697,0.7323,0.61103,0.48817,0.35557,0.21658,0.072226,-0.07438,-0.21903,-0.36313,-0.49997,-0.61238,-0.70192,-0.75299,-0.79859,-0.82074,-0.83247,-0.84131,-0.84246,-0.84716,-0.84509,-0.8423,-0.83857,-0.83714,-0.83735,-0.84199,-0.84149,-0.8475,-0.8502,-0.85514,-0.85348,-0.85722,-0.86958,-0.892,-0.93565,-0.99579,-1.0608,-1.1245,-1.1771,-1.2011,-1.2026,-1.2033,-1.2006,-1.1962,-1.1992,-1.1956,-1.187,-1.1738,-1.1666,1
-1.0068,-1.0088,-1.0085,-1.0113,-1.0117,-1.0119,-1.0144,-1.0126,-1.0172,-1.0184,-1.019,-1.0191,-1.0202,-1.0215,-1.0233,-1.0243,-1.0171,-0.96706,-0.83839,-0.64281,-0.39898,-0.14139,0.13649,0.37085,0.60015,0.72926,0.85468,0.93079,0.98717,1.0064,1.0102,1.0328,1.0359,1.0381,1.0339,1.0352,1.0329,1.0396,1.0388,1.0407,1.0301,1.0308,1.0278,1.0244,1.0237,1.0226,1.0214,1.0189,1.0167,1.0187,1.0229,1.0165,1.018,1.0194,1.0169,1.0141,1.0107,1.014,1.0164,1.0084,1.0071,1.008,0.99587,0.99388,1.0004,1.0008,0.99551,0.99648,0.99494,0.98983,0.98524,0.98345,0.98157,0.98751,0.98395,0.99543,0.99543,0.99562,0.99286,1.0006,0.99944,1.0001,0.99907,0.98994,0.99197,0.98412,0.97927,0.97664,0.98089,0.96388,0.94095,0.89979,0.85714,0.81054,0.77521,0.69356,0.60516,0.51322,0.38188,0.22657,0.054625,-0.13356,-0.3338,-0.5153,-0.70331,-0.86084,-0.99533,-1.0929,-1.1386,-1.1655,-1.1804,-1.1863,-1.188,-1.1858,-1.1845,-1.1779,-1.1688,-1.1633,-1.1598,-1.1602,-1.1596,-1.161,-1.1604,-1.1588,-1.1541,-1.1447,-1.1447,-1.1425,-1.1378,-1.1373,-1.1319,-1.1296,-1.1269,-1.1241,-1.122,-1.1173,-1.1176,-1.1128,-1.1151,-1.1132,-1.1147,-1.1145,-1.1175,-1.119,-1.1201,-1.1206,-1.121,-1.1224,-1.1219,-1.1222,2
-1.4414,-1.5048,-1.5538,-1.5662,-1.5504,-1.5054,-1.454,-1.4085,-1.3758,-1.3679,-1.3636,-1.3618,-1.3552,-1.3446,-1.3372,-1.3278,-1.3262,-1.3223,-1.322,-1.3154,-1.3123,-1.3077,-1.3063,-1.2926,-1.2618,-1.1969,-1.114,-1.0313,-0.97226,-0.94588,-0.92897,-0.94432,-0.96189,-0.98601,-0.98656,-0.96371,-0.95027,-0.93539,-0.89515,-0.83953,-0.7563,-0.61047,-0.48236,-0.34581,-0.20052,-0.024858,0.12065,0.25021,0.36301,0.47932,0.58069,0.67991,0.75689,0.8318,0.88071,0.91141,0.92216,0.93343,0.93352,0.93689,0.94156,0.94117,0.94046,0.94808,0.94882,0.95011,0.95426,0.95775,0.95767,0.95938,0.96166,0.96334,0.96274,0.96293,0.96124,0.96118,0.96118,0.95416,0.96023,0.95582,0.95625,0.96038,0.95382,0.95608,0.95756,0.95641,0.95773,0.95762,0.95572,0.95544,0.9562,0.95218,0.95618,0.95367,0.95395,0.95269,0.95177,0.94904,0.94936,0.94804,0.95215,0.95124,0.95053,0.95183,0.95006,0.95103,0.94655,0.94461,0.94442,0.94161,0.93024,0.93121,0.9304,0.92762,0.92677,0.9274,0.91893,0.91563,0.90986,0.89929,0.87487,0.83918,0.76977,0.69373,0.58365,0.46349,0.31201,0.17683,0.029047,-0.1229,-0.26392,-0.39958,-0.53683,-0.67762,-0.80216,-0.91433,-0.98826,-1.0527,-1.0953,-1.1203,-1.1344,-1.1419,-1.1509,-1.1553,-1.158,-1.1626,-1.165,-1.17,-1.1743,-1.1744,1
-0.96433,-0.96426,-0.96477,-0.96309,-0.96376,-0.96239,-0.962,-0.96154,-0.96097,-0.95563,-0.95475,-0.95381,-0.94986,-0.94671,-0.95005,-0.9431,-0.91262,-0.8506,-0.76758,-0.67859,-0.62965,-0.61139,-0.61473,-0.62927,-0.62442,-0.59615,-0.57529,-0.56127,-0.53517,-0.50789,-0.48563,-0.4736,-0.45091,-0.41557,-0.38558,-0.32147,-0.2364,-0.10262,0.05185,0.23966,0.46068,0.62007,0.76559,0.90351,1.0267,1.1392,1.2382,1.3085,1.3628,1.4004,1.416,1.4184,1.4134,1.4135,1.4175,1.4203,1.4264,1.4337,1.4329,1.4278,1.4338,1.4325,1.419,1.4285,1.4263,1.425,1.4297,1.4332,1.4302,1.4345,1.4328,1.4421,1.4423,1.4477,1.4479,1.4439,1.4439,1.443,1.4451,1.4387,1.4352,1.4276,1.4273,1.4128,1.3831,1.3373,1.2889,1.2196,1.1309,1.0266,0.88836,0.73476,0.54673,0.37844,0.20131,0.023965,-0.11019,-0.25447,-0.36629,-0.46337,-0.52737,-0.57171,-0.5831,-0.59468,-0.5976,-0.59542,-0.59632,-0.59625,-0.60199,-0.60367,-0.61166,-0.6185,-0.62601,-0.64033,-0.65848,-0.6801,-0.70876,-0.75329,-0.80226,-0.86268,-0.9376,-1.0069,-1.0437,-1.0535,-1.0494,-1.0334,-1.0129,-0.98906,-0.94572,-0.9321,-0.92059,-0.91764,-0.91162,-0.91136,-0.90945,-0.9071,-0.9043,-0.90275,-0.89897,-0.89763,-0.8967,-0.89367,-0.89184,-0.8933,-0.89113,-0.89047,-0.88998,-0.89085,-0.89034,-0.89375,1
-1.4817,-1.4829,-1.4832,-1.4823,-1.48,-1.4807,-1.4815,-1.4802,-1.4812,-1.4809,-1.4804,-1.4809,-1.4816,-1.4823,-1.4831,-1.4844,-1.4851,-1.4851,-1.4857,-1.4859,-1.4879,-1.4888,-1.4823,-1.4498,-1.3486,-1.1741,-0.93422,-0.65341,-0.35419,-0.064913,0.1805,0.3794,0.52612,0.61204,0.68638,0.73796,0.75454,0.78358,0.78999,0.79548,0.80384,0.81339,0.8193,0.81755,0.81456,0.82122,0.82581,0.82532,0.82707,0.83603,0.82669,0.82257,0.81875,0.81977,0.78303,0.78293,0.77945,0.78113,0.77921,0.77907,0.7779,0.78592,0.78101,0.78297,0.78928,0.78455,0.78105,0.7865,0.7832,0.78305,0.78705,0.79176,0.78758,0.79426,0.79457,0.78788,0.78788,0.78724,0.79282,0.79334,0.79272,0.79543,0.79178,0.7901,0.80239,0.79764,0.79728,0.79854,0.79999,0.79766,0.80167,0.80218,0.7999,0.80111,0.80636,0.80484,0.79937,0.8008,0.79687,0.79236,0.80359,0.79057,0.78577,0.78987,0.78658,0.77503,0.79207,0.78988,0.80286,0.81607,0.81358,0.7965,0.79756,0.78273,0.75741,0.73081,0.67599,0.62585,0.56251,0.47837,0.38969,0.26838,0.14515,-0.001071,-0.15763,-0.30904,-0.47286,-0.63247,-0.77247,-0.90912,-1.0188,-1.1167,-1.2055,-1.2797,-1.3321,-1.37,-1.3901,-1.3871,-1.3794,-1.3733,-1.3678,-1.3623,-1.3635,-1.3646,-1.3683,-1.3707,-1.3741,-1.3739,-1.3738,-1.3747,2
-0.98113,-0.9791,-0.97764,-0.97588,-0.9756,-0.97751,-0.978,-0.97942,-0.98082,-0.98094,-0.98304,-0.98473,-0.98517,-0.98718,-0.98789,-0.99046,-0.99209,-0.98876,-0.96846,-0.91592,-0.79439,-0.6049,-0.36429,-0.096442,0.1562,0.41455,0.62856,0.79552,0.9048,0.98755,1.0482,1.0802,1.0916,1.0908,1.0943,1.0978,1.0883,1.0957,1.0985,1.0964,1.0972,1.0984,1.0967,1.096,1.0993,1.0966,1.1032,1.1,1.0998,1.1005,1.1036,1.1036,1.1026,1.1013,1.1068,1.1046,1.0993,1.1058,1.1052,1.1038,1.1012,1.1077,1.1116,1.1081,1.1032,1.1065,1.1052,1.1059,1.1052,1.1096,1.1084,1.1052,1.1002,1.1082,1.1064,1.0999,1.0999,1.0923,1.0971,1.0979,1.0915,1.0896,1.0937,1.0871,1.0898,1.0761,1.0594,1.0347,0.99893,0.95157,0.88167,0.80571,0.68871,0.56417,0.40239,0.22428,0.016737,-0.20603,-0.41688,-0.6253,-0.80642,-0.96374,-1.0951,-1.1602,-1.1832,-1.1932,-1.1945,-1.1747,-1.1429,-1.1055,-1.0737,-1.0415,-1.0228,-1.0069,-0.99906,-0.99428,-0.99116,-0.99205,-0.99364,-0.99435,-0.9958,-0.99328,-0.98998,-0.9902,-0.98552,-0.98234,-0.97959,-0.97538,-0.97196,-0.97092,-0.96939,-0.97044,-0.96954,-0.97,-0.9698,-0.96972,-0.96992,-0.97014,-0.97025,-0.97001,-0.97111,-0.97183,-0.97018,-0.96539,-0.96583,-0.9666,-0.96741,-0.96925,-0.97042,-0.97053,2
-0.72396,-0.72526,-0.72925,-0.73269,-0.7336,-0.7344,-0.73633,-0.7384,-0.74045,-0.74541,-0.75028,-0.75627,-0.76068,-0.7647,-0.77424,-0.77703,-0.77942,-0.78026,-0.77832,-0.78001,-0.77826,-0.77896,-0.78193,-0.78042,-0.78277,-0.78274,-0.77956,-0.77687,-0.77799,-0.77813,-0.77862,-0.77867,-0.77369,-0.75988,-0.72437,-0.67392,-0.62783,-0.59599,-0.54795,-0.54856,-0.57682,-0.59037,-0.58741,-0.569,-0.55078,-0.52561,-0.50981,-0.47118,-0.43433,-0.35806,-0.23951,-0.12626,0.03649,0.26906,0.51781,0.79362,1.0377,1.2431,1.4028,1.5182,1.6079,1.6763,1.7097,1.7184,1.722,1.7133,1.7062,1.706,1.7051,1.7061,1.7066,1.7057,1.7136,1.7138,1.7146,1.7166,1.7166,1.7125,1.7134,1.7103,1.7058,1.7052,1.6965,1.6932,1.6897,1.6822,1.6757,1.6562,1.6273,1.5712,1.495,1.3979,1.2801,1.1248,0.96865,0.79343,0.61648,0.4729,0.30561,0.15183,0.002909,-0.10825,-0.25294,-0.36972,-0.44461,-0.50388,-0.54414,-0.57287,-0.59054,-0.60066,-0.59611,-0.60732,-0.59614,-0.59681,-0.5837,-0.57313,-0.5576,-0.53739,-0.50788,-0.47686,-0.45725,-0.45008,-0.48355,-0.53378,-0.58321,-0.64706,-0.69619,-0.74118,-0.76816,-0.78113,-0.78467,-0.79005,-0.78929,-0.7862,-0.78046,-0.77504,-0.75883,-0.75649,-0.7572,-0.75369,-0.75787,-0.75643,-0.75532,-0.75765,-0.76013,-0.75797,-0.75326,-0.75172,-0.74977,-0.7446,1
-0.64412,-0.64101,-0.63945,-0.6364,-0.6356,-0.63285,-0.63149,-0.62874,-0.62536,-0.62012,-0.61967,-0.61655,-0.61423,-0.61176,-0.61033,-0.60974,-0.60725,-0.60542,-0.60249,-0.6031,-0.6015,-0.60229,-0.6013,-0.60238,-0.60265,-0.60452,-0.60433,-0.60649,-0.60565,-0.60829,-0.61021,-0.61396,-0.61477,-0.61549,-0.61648,-0.61549,-0.6156,-0.61676,-0.61637,-0.61723,-0.61648,-0.61734,-0.61731,-0.61615,-0.61304,-0.59647,-0.56171,-0.49008,-0.39112,-0.29469,-0.19871,-0.083312,0.058839,0.30079,0.49315,0.60306,0.71333,0.8405,1.0068,1.2051,1.4249,1.6112,1.7666,1.8668,1.9155,1.9218,1.9402,1.9507,1.9588,1.9688,1.9791,1.9784,1.9795,1.9873,1.9959,1.9911,1.9911,1.9921,1.9913,1.9902,1.9854,1.9553,1.9314,1.8832,1.8047,1.6936,1.5566,1.3953,1.2505,1.1163,0.98728,0.84213,0.71249,0.67754,0.40886,0.32133,-0.006005,-0.20761,-0.34992,-0.50357,-0.63287,-0.71474,-0.75542,-0.76437,-0.76311,-0.75294,-0.73284,-0.71587,-0.70077,-0.68519,-0.67843,-0.66929,-0.6608,-0.65782,-0.6544,-0.65236,-0.64474,-0.64025,-0.63915,-0.63496,-0.63265,-0.6348,-0.63394,-0.63328,-0.63456,-0.63253,-0.63365,-0.63503,-0.63616,-0.63727,-0.63709,-0.6375,-0.63841,-0.63811,-0.63647,-0.63619,-0.63469,-0.63224,-0.62687,-0.62456,-0.62308,-0.61907,-0.61872,-0.61487,-0.61452,-0.60921,-0.60761,-0.60467,-0.60563,-0.60011,2
-0.60447,-0.60808,-0.61307,-0.61493,-0.61552,-0.6163,-0.61799,-0.61882,-0.6199,-0.62087,-0.62352,-0.62598,-0.63053,-0.63174,-0.6335,-0.63514,-0.63936,-0.63967,-0.64228,-0.6454,-0.64922,-0.65482,-0.65691,-0.65971,-0.66131,-0.66389,-0.66499,-0.6666,-0.66699,-0.67166,-0.67122,-0.67076,-0.66669,-0.6416,-0.5998,-0.56133,-0.54458,-0.54162,-0.54626,-0.5583,-0.56274,-0.55377,-0.53691,-0.52087,-0.51263,-0.50752,-0.47041,-0.38747,-0.24086,-0.057702,0.14533,0.39479,0.62701,0.83947,1.0471,1.2491,1.4651,1.6728,1.8217,1.8899,1.8993,1.9261,1.9342,1.9443,1.9543,1.9587,1.972,1.9716,1.9754,1.981,1.9813,1.9838,1.9872,1.9876,1.9872,1.9775,1.9775,1.9531,1.9311,1.8955,1.8364,1.7441,1.641,1.4992,1.343,1.1789,1.014,0.85102,0.69553,0.53011,0.3696,0.21567,0.07815,-0.061246,-0.19735,-0.31344,-0.39569,-0.46799,-0.51703,-0.54917,-0.56338,-0.56668,-0.56711,-0.57036,-0.56802,-0.56587,-0.56708,-0.56863,-0.56555,-0.55769,-0.54395,-0.52459,-0.49385,-0.45891,-0.43498,-0.4228,-0.43615,-0.46825,-0.5193,-0.57468,-0.63775,-0.70106,-0.7464,-0.78227,-0.79285,-0.79368,-0.79098,-0.78938,-0.78593,-0.7767,-0.76303,-0.74037,-0.7158,-0.68908,-0.66368,-0.64775,-0.643,-0.6412,-0.64076,-0.64373,-0.64642,-0.64726,-0.64674,-0.64507,-0.64393,-0.64289,-0.64251,-0.64078,-0.64053,-0.64021,1
-1.287,-1.2824,-1.3037,-1.2931,-1.2935,-1.2927,-1.2997,-1.3028,-1.2992,-1.305,-1.3077,-1.3018,-1.3044,-1.3138,-1.3106,-1.3101,-1.3041,-1.2993,-1.2998,-1.3118,-1.2926,-1.3058,-1.2544,-1.1676,-1.0679,-0.95091,-0.73965,-0.4354,-0.17294,0.07439,0.28254,0.45962,0.60657,0.68405,0.7451,0.84921,0.9214,0.91053,1.0103,0.93478,0.91873,0.97475,1.0615,0.8646,0.96592,0.88993,0.90218,0.83374,0.86655,0.88853,0.86223,0.88481,0.90875,0.87327,0.92338,0.86163,0.88954,0.90503,0.9581,0.89123,0.91702,0.90942,0.90941,0.90275,0.92187,0.92307,0.91116,0.92955,0.91456,0.9174,0.94297,0.93684,0.93076,0.91387,0.88802,0.93645,0.93645,0.92549,0.93455,0.9345,0.939,0.90906,0.89866,0.88381,0.89423,0.86581,0.87384,0.86253,0.8644,0.86558,0.86269,0.88142,0.85588,0.85727,0.87661,0.90944,0.93474,0.89734,0.91724,0.99853,0.93392,0.91024,0.89157,0.88068,0.85615,0.83894,0.81033,0.77628,0.72051,0.66612,0.58046,0.47419,0.35276,0.214,0.067116,-0.096407,-0.26238,-0.43044,-0.59042,-0.74249,-0.86757,-0.97338,-1.0535,-1.1285,-1.1815,-1.2147,-1.2212,-1.2225,-1.2218,-1.2202,-1.2161,-1.2117,-1.2064,-1.2018,-1.1991,-1.1992,-1.1986,-1.1975,-1.1965,-1.1979,-1.1988,-1.1979,-1.1973,-1.1977,-1.198,-1.1983,-1.1998,-1.202,-1.2036,-1.2055,2
-0.54635,-0.54858,-0.54965,-0.54932,-0.55096,-0.55654,-0.55673,-0.56264,-0.56461,-0.5676,-0.56867,-0.57033,-0.57121,-0.57095,-0.57208,-0.57101,-0.5702,-0.57127,-0.57127,-0.56977,-0.57053,-0.57003,-0.57119,-0.57254,-0.5717,-0.57373,-0.57348,-0.5727,-0.57083,-0.5718,-0.5722,-0.57263,-0.57215,-0.57556,-0.57492,-0.57851,-0.57852,-0.58029,-0.57914,-0.57859,-0.57831,-0.57897,-0.57836,-0.57872,-0.57722,-0.5773,-0.56915,-0.54585,-0.51089,-0.42378,-0.33053,-0.24612,-0.12372,-0.028688,0.27867,0.48891,0.59579,0.68838,0.83691,0.99078,1.1935,1.4138,1.5994,1.7722,1.869,1.9241,1.9539,1.9608,1.9964,2.0061,2.0154,2.0136,2.0167,2.023,2.0241,2.0227,2.0227,2.0331,2.0243,2.0166,2.0215,2.0028,1.9813,1.9417,1.8719,1.7734,1.6308,1.4645,1.3089,1.1508,1.0166,0.89537,0.78136,0.66178,0.53063,0.47032,0.20824,0.015196,-0.16187,-0.29681,-0.42218,-0.56122,-0.66181,-0.72176,-0.74008,-0.74359,-0.7422,-0.73546,-0.71915,-0.70094,-0.68575,-0.67969,-0.67924,-0.68122,-0.68576,-0.69169,-0.69589,-0.69954,-0.70744,-0.70891,-0.70895,-0.70959,-0.71021,-0.70614,-0.70042,-0.69568,-0.68964,-0.68605,-0.68625,-0.686,-0.68539,-0.68607,-0.68545,-0.68671,-0.6895,-0.68748,-0.68758,-0.68399,-0.68002,-0.67619,-0.67165,-0.66561,-0.65989,-0.65691,-0.65415,-0.65273,-0.65182,-0.65196,-0.65152,-0.65375,2
