agency,sku,date,volume,price_regular,avg_population_2017,avg_yearly_household_income_2017,easter_day,good_friday,new_year,christmas,labor_day,independence_day,revolution_day_memorial,regional_games,fifa_u_17_world_cup,football_gold_cup,beer_capital,music_fest,discount_in_percent,month,agency_num,sku_num
Agency_20,SKU_21,2015-10-01,0.0,0.0,1825752,102317,0,0,0,0,0,0,0,0,0,0,0,0,0.0,10,20,21
Agency_20,SKU_21,2015-11-01,0.0,0.0,1825752,102317,0,0,0,0,0,0,1,0,0,0,1,0,0.0,11,20,21
Agency_20,SKU_21,2015-12-01,0.0,0.0,1825752,102317,0,0,0,1,0,0,0,0,0,0,0,0,0.0,12,20,21
Agency_20,SKU_21,2016-01-01,0.0,0.0,1825752,102317,0,0,1,0,0,0,0,0,0,0,0,0,0.0,1,20,21
Agency_20,SKU_21,2016-02-01,0.0,0.0,1825752,102317,0,0,0,0,0,0,0,0,0,0,0,0,0.0,2,20,21
Agency_20,SKU_21,2016-03-01,0.0,0.0,1825752,102317,1,1,0,0,0,0,0,0,0,0,0,0,0.0,3,20,21
Agency_20,SKU_21,2016-04-01,0.0,0.0,1825752,102317,0,0,0,0,0,0,0,0,0,0,0,1,0.0,4,20,21
Agency_20,SKU_21,2016-05-01,0.0,0.0,1825752,102317,0,0,0,0,1,0,0,0,0,0,0,0,0.0,5,20,21
Agency_20,SKU_21,2016-06-01,0.0,0.0,1825752,102317,0,0,0,0,0,0,0,0,0,0,0,0,0.0,6,20,21
Agency_20,SKU_21,2016-07-01,0.0,0.0,1825752,102317,0,0,0,0,0,0,0,0,0,0,0,0,0.0,7,20,21
Agency_20,SKU_21,2016-08-01,0.0,0.0,1825752,102317,0,0,0,0,0,0,0,0,0,0,0,0,0.0,8,20,21
Agency_20,SKU_21,2016-09-01,0.0,0.0,1825752,102317,0,0,0,0,0,1,0,0,0,0,0,0,0.0,9,20,21
Agency_20,SKU_21,2016-10-01,0.0,0.0,1825752,102317,0,0,0,0,0,0,0,0,0,0,0,0,0.0,10,20,21
Agency_20,SKU_21,2016-11-01,26.42265,1874.830745,1825752,102317,0,0,0,0,0,0,1,0,0,0,1,0,14.649518775626863,11,20,21
Agency_20,SKU_21,2016-12-01,37.8927,1906.2514989999997,1825752,102317,0,0,0,1,0,0,0,0,0,0,0,0,13.080975575930553,12,20,21
Agency_20,SKU_21,2017-01-01,13.38705,1920.730141,1825752,102317,0,0,1,0,0,0,0,0,0,0,0,0,12.156358668815205,1,20,21
Agency_20,SKU_21,2017-02-01,19.1061,1890.926607,1825752,102317,0,0,0,0,0,0,0,0,0,0,0,0,12.91826277634053,2,20,21
Agency_20,SKU_21,2017-03-01,36.4869,1885.2277739999997,1825752,102317,0,0,0,0,0,0,0,0,0,0,0,1,16.983953526243774,3,20,21
Agency_20,SKU_21,2017-04-01,10.76715,1931.9156039999998,1825752,102317,1,1,0,0,0,0,0,0,0,0,0,0,10.972125260602223,4,20,21
Agency_20,SKU_21,2017-05-01,23.48325,2075.786202,1825752,102317,0,0,0,0,1,0,0,0,0,0,0,0,67.02548854306336,5,20,21
Agency_20,SKU_21,2017-06-01,0.03195,2212.464789,1825752,102317,0,0,0,0,0,0,0,0,0,0,0,0,13.397205346439526,6,20,21
Agency_20,SKU_21,2017-07-01,0.03195,1857.042254,1825752,102317,0,0,0,0,0,0,0,0,0,0,0,0,6.9965870038840805,7,20,21
Agency_20,SKU_21,2017-08-01,0.03195,4780.985916,1825752,102317,0,0,0,0,0,0,0,0,0,0,0,0,6.0494918429289095,8,20,21
Agency_20,SKU_21,2017-09-01,0.0,4780.985916,1825752,102317,0,0,0,0,0,1,0,0,0,0,0,0,6.0494918429289095,9,20,21
Agency_20,SKU_21,2017-10-01,0.0,4780.985916,1825752,102317,0,0,0,0,0,0,0,0,0,0,0,0,6.0494918429289095,10,20,21
Agency_20,SKU_21,2017-11-01,0.03195,2058.8028170000002,1825752,102317,0,0,0,0,0,0,1,0,0,0,1,0,10.005130860475212,11,20,21
Agency_20,SKU_21,2017-12-01,0.0,1857.042254,1825752,102317,0,0,0,1,0,0,0,0,0,0,0,0,6.9965870038840805,12,20,21
Agency_20,SKU_23,2013-01-01,0.0,0.0,1825752,102317,0,0,1,0,0,0,0,0,0,0,0,0,0.0,1,20,23
Agency_20,SKU_23,2013-02-01,0.0,0.0,1825752,102317,0,0,0,0,0,0,0,0,0,0,0,0,0.0,2,20,23
Agency_20,SKU_23,2013-03-01,0.0,0.0,1825752,102317,1,1,0,0,0,0,0,0,0,0,0,1,0.0,3,20,23
Agency_20,SKU_23,2013-04-01,0.0,0.0,1825752,102317,0,0,0,0,0,0,0,0,0,0,0,0,0.0,4,20,23
Agency_20,SKU_23,2013-05-01,0.0,0.0,1825752,102317,0,0,0,0,1,0,0,0,0,0,0,0,0.0,5,20,23
Agency_20,SKU_23,2013-06-01,0.0,0.0,1825752,102317,0,0,0,0,0,0,0,0,0,0,0,0,0.0,6,20,23
Agency_20,SKU_23,2013-07-01,0.0,0.0,1825752,102317,0,0,0,0,0,0,0,0,0,0,0,0,0.0,7,20,23
Agency_20,SKU_23,2013-08-01,0.0,0.0,1825752,102317,0,0,0,0,0,0,0,0,0,0,0,0,0.0,8,20,23
Agency_20,SKU_23,2013-09-01,0.0,0.0,1825752,102317,0,0,0,0,0,1,0,0,0,0,0,0,0.0,9,20,23
Agency_20,SKU_23,2013-10-01,0.0,0.0,1825752,102317,0,0,0,0,0,0,0,0,0,0,1,0,0.0,10,20,23
Agency_20,SKU_23,2013-11-01,0.0,0.0,1825752,102317,0,0,0,0,0,0,1,0,0,0,0,0,0.0,11,20,23
Agency_20,SKU_23,2013-12-01,0.0,0.0,1825752,102317,0,0,0,1,0,0,0,0,0,0,0,0,0.0,12,20,23
Agency_20,SKU_23,2014-01-01,0.0,0.0,1825752,102317,0,0,1,0,0,0,0,0,0,0,0,0,0.0,1,20,23
Agency_20,SKU_23,2014-02-01,0.0,0.0,1825752,102317,0,0,0,0,0,0,0,0,0,0,0,0,0.0,2,20,23
Agency_20,SKU_23,2014-03-01,0.0,0.0,1825752,102317,0,0,0,0,0,0,0,0,0,0,0,1,0.0,3,20,23
Agency_20,SKU_23,2014-04-01,0.0,0.0,1825752,102317,1,1,0,0,0,0,0,0,0,0,0,0,0.0,4,20,23
Agency_20,SKU_23,2014-05-01,0.0,0.0,1825752,102317,0,0,0,0,1,0,0,0,0,0,0,0,0.0,5,20,23
Agency_20,SKU_23,2014-06-01,0.0,0.0,1825752,102317,0,0,0,0,0,0,0,0,0,0,0,0,0.0,6,20,23
Agency_20,SKU_23,2014-07-01,0.0,0.0,1825752,102317,0,0,0,0,0,0,0,0,0,0,0,0,0.0,7,20,23
Agency_20,SKU_23,2014-08-01,0.0,0.0,1825752,102317,0,0,0,0,0,0,0,0,0,0,0,0,0.0,8,20,23
Agency_20,SKU_23,2014-09-01,0.0,0.0,1825752,102317,0,0,0,0,0,1,0,0,0,0,0,0,0.0,9,20,23
Agency_20,SKU_23,2014-10-01,0.0,0.0,1825752,102317,0,0,0,0,0,0,0,0,0,0,1,0,0.0,10,20,23
Agency_20,SKU_23,2014-11-01,0.0,0.0,1825752,102317,0,0,0,0,0,0,1,1,0,0,0,0,0.0,11,20,23
Agency_20,SKU_23,2014-12-01,0.0,0.0,1825752,102317,0,0,0,1,0,0,0,0,0,0,0,0,0.0,12,20,23
Agency_20,SKU_23,2015-01-01,0.0,0.0,1825752,102317,0,0,1,0,0,0,0,0,0,0,0,0,0.0,1,20,23
Agency_20,SKU_23,2015-02-01,0.0,0.0,1825752,102317,0,0,0,0,0,0,0,0,0,0,0,0,0.0,2,20,23
Agency_20,SKU_23,2015-03-01,0.0,0.0,1825752,102317,0,0,0,0,0,0,0,0,0,0,0,1,0.0,3,20,23
Agency_20,SKU_23,2015-04-01,0.0,0.0,1825752,102317,1,1,0,0,0,0,0,0,0,0,0,0,0.0,4,20,23
Agency_20,SKU_23,2015-05-01,0.0,0.0,1825752,102317,0,0,0,0,1,0,0,0,0,0,0,0,0.0,5,20,23
Agency_20,SKU_23,2015-06-01,0.0,0.0,1825752,102317,0,0,0,0,0,0,0,0,0,0,0,0,0.0,6,20,23
Agency_20,SKU_23,2015-07-01,0.0,0.0,1825752,102317,0,0,0,0,0,0,0,0,0,0,0,0,0.0,7,20,23
Agency_20,SKU_23,2015-08-01,0.0,0.0,1825752,102317,0,0,0,0,0,0,0,0,0,0,0,0,0.0,8,20,23
Agency_20,SKU_23,2015-09-01,0.0,0.0,1825752,102317,0,0,0,0,0,1,0,0,0,0,0,0,0.0,9,20,23
Agency_20,SKU_23,2015-10-01,0.0,0.0,1825752,102317,0,0,0,0,0,0,0,0,0,0,0,0,0.0,10,20,23
Agency_20,SKU_23,2015-11-01,0.0,0.0,1825752,102317,0,0,0,0,0,0,1,0,0,0,1,0,0.0,11,20,23
Agency_20,SKU_23,2015-12-01,0.0,0.0,1825752,102317,0,0,0,1,0,0,0,0,0,0,0,0,0.0,12,20,23
Agency_20,SKU_23,2016-01-01,0.0,0.0,1825752,102317,0,0,1,0,0,0,0,0,0,0,0,0,0.0,1,20,23
Agency_20,SKU_23,2016-02-01,0.0,0.0,1825752,102317,0,0,0,0,0,0,0,0,0,0,0,0,0.0,2,20,23
Agency_20,SKU_23,2016-03-01,0.0,0.0,1825752,102317,1,1,0,0,0,0,0,0,0,0,0,0,0.0,3,20,23
Agency_20,SKU_23,2016-04-01,0.0,0.0,1825752,102317,0,0,0,0,0,0,0,0,0,0,0,1,0.0,4,20,23
Agency_20,SKU_23,2016-05-01,0.0,0.0,1825752,102317,0,0,0,0,1,0,0,0,0,0,0,0,0.0,5,20,23
Agency_20,SKU_23,2016-06-01,0.0,0.0,1825752,102317,0,0,0,0,0,0,0,0,0,0,0,0,0.0,6,20,23
Agency_20,SKU_23,2016-07-01,0.0,0.0,1825752,102317,0,0,0,0,0,0,0,0,0,0,0,0,0.0,7,20,23
Agency_20,SKU_23,2016-08-01,0.09,4252.425,1825752,102317,0,0,0,0,0,0,0,0,0,0,0,0,0.0,8,20,23
Agency_20,SKU_23,2016-09-01,0.18,3968.93,1825752,102317,0,0,0,0,0,1,0,0,0,0,0,0,0.0,9,20,23
Agency_20,SKU_23,2016-10-01,0.0,4252.416892,1825752,102317,0,0,0,0,0,0,0,0,0,0,0,0,19.648603658119416,10,20,23
Agency_20,SKU_23,2016-11-01,0.54,4252.425,1825752,102317,0,0,0,0,0,0,1,0,0,0,1,0,12.685181020241393,11,20,23
Agency_20,SKU_23,2016-12-01,0.18,4256.335,1825752,102317,0,0,0,1,0,0,0,0,0,0,0,0,7.154923190961238,12,20,23
Agency_20,SKU_23,2017-01-01,0.0,4260.425,1825752,102317,0,0,1,0,0,0,0,0,0,0,0,0,6.941277947622596,1,20,23
Agency_20,SKU_23,2017-02-01,0.0,4260.377543,1825752,102317,0,0,0,0,0,0,0,0,0,0,0,0,7.461173330102684,2,20,23
Agency_20,SKU_23,2017-03-01,0.0,4260.271154,1825752,102317,0,0,0,0,0,0,0,0,0,0,0,1,12.754165177721926,3,20,23
Agency_20,SKU_23,2017-04-01,0.0,0.0,1825752,102317,1,1,0,0,0,0,0,0,0,0,0,0,0.0,4,20,23
Agency_20,SKU_23,2017-05-01,0.0,4259.306928,1825752,102317,0,0,0,0,1,0,0,0,0,0,0,0,9.90643522837479,5,20,23
Agency_20,SKU_23,2017-06-01,0.81,4260.520238,1825752,102317,0,0,0,0,0,0,0,0,0,0,0,0,1.7143837587845299,6,20,23
Agency_20,SKU_23,2017-07-01,0.36,4261.167857,1825752,102317,0,0,0,0,0,0,0,0,0,0,0,0,0.0,7,20,23
Agency_20,SKU_23,2017-08-01,0.0,4260.196428,1825752,102317,0,0,0,0,0,0,0,0,0,0,0,0,0.0,8,20,23
Agency_20,SKU_23,2017-09-01,0.0,4260.196428,1825752,102317,0,0,0,0,0,1,0,0,0,0,0,0,0.0,9,20,23
Agency_20,SKU_23,2017-10-01,0.0,4260.196428,1825752,102317,0,0,0,0,0,0,0,0,0,0,0,0,0.0,10,20,23
Agency_20,SKU_23,2017-11-01,0.0,0.0,1825752,102317,0,0,0,0,0,0,1,0,0,0,1,0,0.0,11,20,23
Agency_20,SKU_23,2017-12-01,3.6,4252.425,1825752,102317,0,0,0,1,0,0,0,0,0,0,0,0,0.0,12,20,23
Agency_21,SKU_01,2013-01-01,36.828,1167.0,26635,130092,0,0,1,0,0,0,0,0,0,0,0,0,8.231152613538988,1,21,1
Agency_21,SKU_01,2013-02-01,42.012,1167.0,26635,130092,0,0,0,0,0,0,0,0,0,0,0,0,8.361983804627249,2,21,1
Agency_21,SKU_01,2013-03-01,45.792,1201.576208,26635,130092,1,1,0,0,0,0,0,0,0,0,0,1,8.376808922301832,3,21,1
Agency_21,SKU_01,2013-04-01,57.888000000000005,1235.1875,26635,130092,0,0,0,0,0,0,0,0,0,0,0,0,8.33023374993675,4,21,1
Agency_21,SKU_01,2013-05-01,51.408,1247.008928,26635,130092,0,0,0,0,1,0,0,0,0,0,0,0,8.328837241492467,5,21,1
Agency_21,SKU_01,2013-06-01,43.74,1251.893673,26635,130092,0,0,0,0,0,0,0,0,0,0,0,0,8.284474251832087,6,21,1
Agency_21,SKU_01,2013-07-01,45.9,1252.0675,26635,130092,0,0,0,0,0,0,0,0,0,0,0,0,8.165400347824697,7,21,1
Agency_21,SKU_01,2013-08-01,38.448,1252.1397470000002,26635,130092,0,0,0,0,0,0,0,0,0,0,0,0,7.885672604561125,8,21,1
Agency_21,SKU_01,2013-09-01,26.028000000000002,1252.1875,26635,130092,0,0,0,0,0,1,0,0,0,0,0,0,8.321536830546544,9,21,1
Agency_21,SKU_01,2013-10-01,36.18,1252.035261,26635,130092,0,0,0,0,0,0,0,0,0,0,1,0,8.43995950366449,10,21,1
Agency_21,SKU_01,2013-11-01,42.012,1252.050034,26635,130092,0,0,0,0,0,0,1,0,0,0,0,0,12.178773120819228,11,21,1
Agency_21,SKU_01,2013-12-01,42.443999999999996,1252.141304,26635,130092,0,0,0,1,0,0,0,0,0,0,0,0,12.71429322644563,12,21,1
Agency_21,SKU_01,2014-01-01,34.236,1251.651222,26635,130092,0,0,1,0,0,0,0,0,0,0,0,0,13.406359858928814,1,21,1
Agency_21,SKU_01,2014-02-01,38.124,1252.1875,26635,130092,0,0,0,0,0,0,0,0,0,0,0,0,19.885865415522836,2,21,1
Agency_21,SKU_01,2014-03-01,38.124,1251.416962,26635,130092,0,0,0,0,0,0,0,0,0,0,0,1,19.045209809134743,3,21,1
Agency_21,SKU_01,2014-04-01,51.84,1252.768489,26635,130092,1,1,0,0,0,0,0,0,0,0,0,0,19.23744515575854,4,21,1
Agency_21,SKU_01,2014-05-01,50.22,1339.415,26635,130092,0,0,0,0,1,0,0,0,0,0,0,0,7.792767738154343,5,21,1
Agency_21,SKU_01,2014-06-01,46.763999999999996,1339.075,26635,130092,0,0,0,0,0,0,0,0,0,0,0,0,7.628555831450814,6,21,1
Agency_21,SKU_01,2014-07-01,42.983999999999995,1343.318648,26635,130092,0,0,0,0,0,0,0,0,0,0,0,0,7.723180658175453,7,21,1
Agency_21,SKU_01,2014-08-01,41.903999999999996,1342.500887,26635,130092,0,0,0,0,0,0,0,0,0,0,0,0,7.2500513737090735,8,21,1
Agency_21,SKU_01,2014-09-01,33.264,1345.922362,26635,130092,0,0,0,0,0,1,0,0,0,0,0,0,8.07666698088489,9,21,1
Agency_21,SKU_01,2014-10-01,38.772,1346.724068,26635,130092,0,0,0,0,0,0,0,0,0,0,1,0,8.045241380508244,10,21,1
Agency_21,SKU_01,2014-11-01,36.071999999999996,1346.794643,26635,130092,0,0,0,0,0,0,1,1,0,0,0,0,7.674169520735168,11,21,1
Agency_21,SKU_01,2014-12-01,42.876000000000005,1347.186604,26635,130092,0,0,0,1,0,0,0,0,0,0,0,0,7.782896125056777,12,21,1
Agency_21,SKU_01,2015-01-01,33.588,1346.812098,26635,130092,0,0,1,0,0,0,0,0,0,0,0,0,8.230836295918095,1,21,1
Agency_21,SKU_01,2015-02-01,35.532,1346.1367189999999,26635,130092,0,0,0,0,0,0,0,0,0,0,0,0,7.633171917064392,2,21,1
Agency_21,SKU_01,2015-03-01,103.24799999999999,1345.9375,26635,130092,0,0,0,0,0,0,0,0,0,0,0,1,7.429102094265148,3,21,1
Agency_21,SKU_01,2015-04-01,79.056,1345.9375,26635,130092,1,1,0,0,0,0,0,0,0,0,0,0,7.5962472997446016,4,21,1
Agency_21,SKU_01,2015-05-01,52.70399999999999,1349.421402,26635,130092,0,0,0,0,1,0,0,0,0,0,0,0,8.209607231351738,5,21,1
Agency_21,SKU_01,2015-06-01,54.972,1377.5,26635,130092,0,0,0,0,0,0,0,0,0,0,0,0,7.384434700544465,6,21,1
Agency_21,SKU_01,2015-07-01,51.3,1384.25,26635,130092,0,0,0,0,0,0,0,0,0,0,0,0,6.076169405815424,7,21,1
Agency_21,SKU_01,2015-08-01,54.0,1373.75,26635,130092,0,0,0,0,0,0,0,0,0,0,0,0,7.639699217470428,8,21,1
Agency_21,SKU_01,2015-09-01,36.828,1375.75,26635,130092,0,0,0,0,0,1,0,0,0,0,0,0,9.371908268217338,9,21,1
Agency_21,SKU_01,2015-10-01,34.236,1431.083334,26635,130092,0,0,0,0,0,0,0,0,0,0,0,0,7.366578416180479,10,21,1
Agency_21,SKU_01,2015-11-01,40.931999999999995,1429.663194,26635,130092,0,0,0,0,0,0,1,0,0,0,1,0,6.918636110597108,11,21,1
Agency_21,SKU_01,2015-12-01,44.711999999999996,1435.34375,26635,130092,0,0,0,1,0,0,0,0,0,0,0,0,7.269600052252291,12,21,1
Agency_21,SKU_01,2016-01-01,43.848,1443.875,26635,130092,0,0,1,0,0,0,0,0,0,0,0,0,7.08079328196693,1,21,1
Agency_21,SKU_01,2016-02-01,36.611999999999995,1445.841347,26635,130092,0,0,0,0,0,0,0,0,0,0,0,0,9.946630817993892,2,21,1
Agency_21,SKU_01,2016-03-01,44.604,1456.65625,26635,130092,1,1,0,0,0,0,0,0,0,0,0,0,6.285800098684917,3,21,1
Agency_21,SKU_01,2016-04-01,51.516000000000005,1456.65625,26635,130092,0,0,0,0,0,0,0,0,0,0,0,1,6.285800098684917,4,21,1
Agency_21,SKU_01,2016-05-01,63.93600000000001,1456.65625,26635,130092,0,0,0,0,1,0,0,0,0,0,0,0,6.285800098684917,5,21,1
Agency_21,SKU_01,2016-06-01,54.756,1473.6875,26635,130092,0,0,0,0,0,0,0,0,0,0,0,0,59.01458925314898,6,21,1
Agency_21,SKU_01,2016-07-01,71.82,1482.1875,26635,130092,0,0,0,0,0,0,0,0,0,0,0,0,74.43746044275774,7,21,1
Agency_21,SKU_01,2016-08-01,51.516000000000005,1482.1875,26635,130092,0,0,0,0,0,0,0,0,0,0,0,0,74.43746044275774,8,21,1
Agency_21,SKU_01,2016-09-01,52.70399999999999,1584.4375,26635,130092,0,0,0,0,0,1,0,0,0,0,0,0,96.76486948838308,9,21,1
Agency_21,SKU_01,2016-10-01,51.083999999999996,1584.617293,26635,130092,0,0,0,0,0,0,0,0,0,0,0,0,20.82986046271805,10,21,1
Agency_21,SKU_01,2016-11-01,37.908,1584.5103279999998,26635,130092,0,0,0,0,0,0,1,0,0,0,1,0,25.049530191512897,11,21,1
Agency_21,SKU_01,2016-12-01,38.772,1589.2440800000002,26635,130092,0,0,0,1,0,0,0,0,0,0,0,0,20.46330554838373,12,21,1
Agency_21,SKU_01,2017-01-01,39.204,1628.8517570000001,26635,130092,0,0,1,0,0,0,0,0,0,0,0,0,19.67202979785962,1,21,1
Agency_21,SKU_01,2017-02-01,68.688,1644.0625,26635,130092,0,0,0,0,0,0,0,0,0,0,0,0,20.530980908572516,2,21,1
Agency_21,SKU_01,2017-03-01,40.391999999999996,1644.1308490000001,26635,130092,0,0,0,0,0,0,0,0,0,0,0,1,19.870154689859483,3,21,1
Agency_21,SKU_01,2017-04-01,67.608,1644.14417,26635,130092,1,1,0,0,0,0,0,0,0,0,0,0,26.0911995935247,4,21,1
Agency_21,SKU_01,2017-05-01,53.784,1680.836345,26635,130092,0,0,0,0,1,0,0,0,0,0,0,0,19.706592375000078,5,21,1
Agency_21,SKU_01,2017-06-01,53.568000000000005,1682.375,26635,130092,0,0,0,0,0,0,0,0,0,0,0,0,20.278477152834533,6,21,1
Agency_21,SKU_01,2017-07-01,56.592,1682.375,26635,130092,0,0,0,0,0,0,0,0,0,0,0,0,21.233400936176537,7,21,1
Agency_21,SKU_01,2017-08-01,50.43600000000001,1682.375,26635,130092,0,0,0,0,0,0,0,0,0,0,0,0,19.351609956163163,8,21,1
Agency_21,SKU_01,2017-09-01,34.884,1682.375,26635,130092,0,0,0,0,0,1,0,0,0,0,0,0,25.092730871535775,9,21,1
Agency_21,SKU_01,2017-10-01,65.232,1682.9972719999998,26635,130092,0,0,0,0,0,0,0,0,0,0,0,0,27.84405475851538,10,21,1
Agency_21,SKU_01,2017-11-01,32.94,1684.329918,26635,130092,0,0,0,0,0,0,1,0,0,0,1,0,22.197680395296526,11,21,1
Agency_21,SKU_01,2017-12-01,45.144,1720.900568,26635,130092,0,0,0,1,0,0,0,0,0,0,0,0,18.2835170056147,12,21,1
Agency_21,SKU_02,2013-01-01,39.744,1167.0,26635,130092,0,0,1,0,0,0,0,0,0,0,0,0,8.276881148243358,1,21,2
Agency_21,SKU_02,2013-02-01,70.2,1167.0,26635,130092,0,0,0,0,0,0,0,0,0,0,0,0,8.527338303341903,2,21,2
Agency_21,SKU_02,2013-03-01,85.75200000000001,1203.6701039999998,26635,130092,1,1,0,0,0,0,0,0,0,0,0,1,8.606464068164644,3,21,2
Agency_21,SKU_02,2013-04-01,106.81200000000001,1235.1875,26635,130092,0,0,0,0,0,0,0,0,0,0,0,0,8.339776835500682,4,21,2
Agency_21,SKU_02,2013-05-01,111.67200000000001,1246.8606140000002,26635,130092,0,0,0,0,1,0,0,0,0,0,0,0,8.327684893894642,5,21,2
Agency_21,SKU_02,2013-06-01,85.212,1252.01513,26635,130092,0,0,0,0,0,0,0,0,0,0,0,0,8.182626195579603,6,21,2
Agency_21,SKU_02,2013-07-01,107.244,1252.050541,26635,130092,0,0,0,0,0,0,0,0,0,0,0,0,8.423920324794619,7,21,2
Agency_21,SKU_02,2013-08-01,81.97200000000001,1252.1427039999999,26635,130092,0,0,0,0,0,0,0,0,0,0,0,0,8.114535721481154,8,21,2
Agency_21,SKU_02,2013-09-01,66.96,1252.022984,26635,130092,0,0,0,0,0,1,0,0,0,0,0,0,9.803722500992043,9,21,2
Agency_21,SKU_02,2013-10-01,79.92,1254.407095,26635,130092,0,0,0,0,0,0,0,0,0,0,1,0,8.470655533082743,10,21,2
Agency_21,SKU_02,2013-11-01,88.884,1256.108945,26635,130092,0,0,0,0,0,0,1,0,0,0,0,0,12.117457693926383,11,21,2
Agency_21,SKU_02,2013-12-01,96.444,1256.475275,26635,130092,0,0,0,1,0,0,0,0,0,0,0,0,12.122071562450762,12,21,2
Agency_21,SKU_02,2014-01-01,66.312,1256.187092,26635,130092,0,0,1,0,0,0,0,0,0,0,0,0,12.786920994727117,1,21,2
Agency_21,SKU_02,2014-02-01,90.072,1255.861136,26635,130092,0,0,0,0,0,0,0,0,0,0,0,0,18.89023238314463,2,21,2
Agency_21,SKU_02,2014-03-01,72.684,1256.2466570000001,26635,130092,0,0,0,0,0,0,0,0,0,0,0,1,18.716401248899,3,21,2
Agency_21,SKU_02,2014-04-01,113.292,1256.746008,26635,130092,1,1,0,0,0,0,0,0,0,0,0,0,18.751940447779006,4,21,2
Agency_21,SKU_02,2014-05-01,103.572,1338.7695310000001,26635,130092,0,0,0,0,1,0,0,0,0,0,0,0,7.979976652157614,5,21,2
Agency_21,SKU_02,2014-06-01,113.4,1340.692073,26635,130092,0,0,0,0,0,0,0,0,0,0,0,0,8.06827564497728,6,21,2
Agency_21,SKU_02,2014-07-01,107.46,1343.399057,26635,130092,0,0,0,0,0,0,0,0,0,0,0,0,8.613102070980537,7,21,2
Agency_21,SKU_02,2014-08-01,101.412,1343.3985810000001,26635,130092,0,0,0,0,0,0,0,0,0,0,0,0,7.543722647418814,8,21,2
Agency_21,SKU_02,2014-09-01,71.064,1346.768606,26635,130092,0,0,0,0,0,1,0,0,0,0,0,0,7.709311201452226,9,21,2
Agency_21,SKU_02,2014-10-01,72.468,1347.417023,26635,130092,0,0,0,0,0,0,0,0,0,0,1,0,7.850637419177091,10,21,2
Agency_21,SKU_02,2014-11-01,78.732,1347.022962,26635,130092,0,0,0,0,0,0,1,1,0,0,0,0,7.817081963002201,11,21,2
Agency_21,SKU_02,2014-12-01,85.536,1347.464252,26635,130092,0,0,0,1,0,0,0,0,0,0,0,0,7.846632950971971,12,21,2
Agency_21,SKU_02,2015-01-01,69.55199999999999,1346.689829,26635,130092,0,0,1,0,0,0,0,0,0,0,0,0,7.97592034089685,1,21,2
Agency_21,SKU_02,2015-02-01,91.368,1305.6229529999998,26635,130092,0,0,0,0,0,0,0,0,0,0,0,0,7.155180428265649,2,21,2
Agency_21,SKU_02,2015-03-01,75.6,1293.4022439999999,26635,130092,0,0,0,0,0,0,0,0,0,0,0,1,8.257143320682225,3,21,2
Agency_21,SKU_02,2015-04-01,100.656,1292.450543,26635,130092,1,1,0,0,0,0,0,0,0,0,0,0,8.166572684089157,4,21,2
Agency_21,SKU_02,2015-05-01,109.512,1293.4984470000002,26635,130092,0,0,0,0,1,0,0,0,0,0,0,0,8.265237136384437,5,21,2
Agency_21,SKU_02,2015-06-01,79.704,1381.416666,26635,130092,0,0,0,0,0,0,0,0,0,0,0,0,8.097816231210867,6,21,2
Agency_21,SKU_02,2015-07-01,119.448,1384.25,26635,130092,0,0,0,0,0,0,0,0,0,0,0,0,7.6536255734152085,7,21,2
Agency_21,SKU_02,2015-08-01,106.164,1371.585284,26635,130092,0,0,0,0,0,0,0,0,0,0,0,0,10.717692929111362,8,21,2
Agency_21,SKU_02,2015-09-01,100.116,1371.722708,26635,130092,0,0,0,0,0,1,0,0,0,0,0,0,8.457494603202267,9,21,2
Agency_21,SKU_02,2015-10-01,69.012,1427.296297,26635,130092,0,0,0,0,0,0,0,0,0,0,0,0,8.462970670763253,10,21,2
Agency_21,SKU_02,2015-11-01,69.012,1427.0735300000001,26635,130092,0,0,0,0,0,0,1,0,0,0,1,0,8.213796243561465,11,21,2
Agency_21,SKU_02,2015-12-01,115.66799999999999,1422.5625,26635,130092,0,0,0,1,0,0,0,0,0,0,0,0,10.0,12,21,2
Agency_21,SKU_02,2016-01-01,74.736,1444.974799,26635,130092,0,0,1,0,0,0,0,0,0,0,0,0,7.278701543638479,1,21,2
Agency_21,SKU_02,2016-02-01,59.292,1456.65625,26635,130092,0,0,0,0,0,0,0,0,0,0,0,0,7.7145860596829205,2,21,2
Agency_21,SKU_02,2016-03-01,116.964,1451.178572,26635,130092,1,1,0,0,0,0,0,0,0,0,0,0,8.468486261523989,3,21,2
Agency_21,SKU_02,2016-04-01,125.38799999999999,1451.178572,26635,130092,0,0,0,0,0,0,0,0,0,0,0,1,8.468486261523989,4,21,2
Agency_21,SKU_02,2016-05-01,158.436,1473.814047,26635,130092,0,0,0,0,1,0,0,0,0,0,0,0,21.82500313759053,5,21,2
Agency_21,SKU_02,2016-06-01,110.052,1479.488637,26635,130092,0,0,0,0,0,0,0,0,0,0,0,0,42.366834386170424,6,21,2
Agency_21,SKU_02,2016-07-01,153.684,1482.1875,26635,130092,0,0,0,0,0,0,0,0,0,0,0,0,33.56680021252372,7,21,2
Agency_21,SKU_02,2016-08-01,172.044,1482.1875,26635,130092,0,0,0,0,0,0,0,0,0,0,0,0,21.83999581699346,8,21,2
